Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Silver Age Legal	Commoner Legal	LL Legal
HnrThKwGrgQMmz69wNbBP	Annexation of the Forge	Yellow	2	5	8	3				Guardian, Action, Attack		Crush						**Crush** - When this deals 4 or more damage to a Guardian hero, equip an equipment they have equipped.	Guardian Action - Attack					No	
qJfJ7wBLmBtGnBpqQttNK	Annihilate the Armed	Red	1	1	5	3				Assassin, Action, Attack		Contract						"**Contract** - You are contracted to banish opponents' attack action cards. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack						
b97gffj66hdGBhpkTQQQt	Annihilate the Armed	Yellow	2	1	4	3				Assassin, Action, Attack		Contract						"**Contract** - You are contracted to banish opponents' attack action cards. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack						
7FckgndNDJwgBMfzFRQ86	Annihilate the Armed	Blue	3	1	3	3				Assassin, Action, Attack		Contract						"**Contract** - You are contracted to banish opponents' attack action cards. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack						
7ncNDLjkpLkn9MmfKqfKM	Annihilator Engine	Red	1	6	6	3				Mechanologist, Action, Attack		Overpower						"If you have 1 or more Evos equipped, this gets ""When this hits a hero, destroy all cards defending this,""

- 2 or more, this costs {r}{r}{r} less to play,
- 3 or more, this gets **overpower**,
- 4 or more, this gets +3{p}."	Mechanologist Action - Attack				No	No	
BFWbnQjgKgRBjw88jK8KH	Anothos				4					Guardian, Weapon, Hammer, 2H			Once per turn Action	Attack				"**Once per Turn Action** - {r}{r}{r}: **Attack**

If there are 2 or more cards with cost 3 or more in your pitch zone, this gets +2{p}."	Guardian Weapon - Hammer (2H)						
wJQMt6Lpf6D9JFQ8BW898	Anthem of Spring	Blue	3	0		2				Earth, Action		Briar Specialization, Unity, Go again						"**Briar Specialization**

The next attack action card you play this turn gets +1{p}. **Go again**

**Unity** - When this defends together with a card from hand, create an Embodiment of Earth token under any number of heroes' control."	Earth Action				No	No	
b8JRFt6dF7JckNz8N6kDN	Anticipating Gaze					2				Warrior, Equipment, Head		Blade Break						"When a sword attack you control hits, you may remove a +1{p} counter from the sword. If you do, destroy this and draw a card.

**Blade Break**"	Warrior Equipment - Head				No	No	
QTpCnrrjTbQhdRdLBzLzB	Apex Bonebreaker					2				Brute, Equipment, Arms		Temper						"When this defends together with a card with 6 or more {p}, create a Might token.

**Temper**"	Brute Equipment - Arms				No	No	
bPPRRpDbkkrQ8G9mK8BNh	Apex Buster	Yellow	2	3	6	3				Brute, Action, Attack			Instant					**Instant** - {r}{r}, discard this: Destroy target card that is defending an attack you control with 6 or more base {p}.	Brute Action - Attack				No	No	
wQmDNJMgNTftTKBHcb9Rc	Aphrodias								2	Lightning, Illusionist, Weapon, Orb, 2H			Instant					**Instant** - {r}, {t}: Deal 2 arcane damage to target hero. Activate this only if an aura with a holo counter has entered the arena under your control this turn.	Lightning Illusionist Weapon - Orb (2H)						
mHnppNNqw9hMncFgCJdCB	Apocalypse Automaton	Red	1	3	6	3				Mechanologist, Action, Attack		Evo Upgrade						"Play this only if you have 1 or more Evos equipped.

**Evo Upgrade** - This attacks up to X target opponents, where X is the number of Evos you have equipped."	Mechanologist Action - Attack				No	No	
jCfWzCbzWDBKmcPThjMcq	Appalling Bearers					0				Shadow, Necromancer, Equipment, Arms			Instant					**Instant** - Discard a zombie, destroy this: Prevent the next 2 damage that would be dealt to you this turn.	Shadow Necromancer Equipment - Arms						
gJg89dTHTbjhQPnnfkMpP	Aqua Laps					1				Mystic, Equipment, Legs		Cloaked	Attack Reaction		Go again			"**Cloaked**

**Attack Reaction** - {r}, turn this face-up: Target attack gets **go again**.

At the start of your turn, destroy this."	Mystic Equipment - Legs						
NbbDrzwLMP7CH69PHcWfK	Aqua Seeing Shell					1				Mystic, Equipment, Head		Cloaked	Instant					"**Cloaked**

**Instant** - {r}{r}{r}, turn this face-up: Draw a card.

At the start of your turn, destroy this."	Mystic Equipment - Head						
9F7RHWjLgCDRqwMww99GN	Arakni						20	4		Assassin, Hero, Young								Whenever you play a card with **contract**, you may look at the top card of target opponent's deck. You may put it on the bottom.	Assassin Hero - Young			No			No
nkBnGcCDpf9KHChtrrN6b	Arakni, 5L!p3d 7hRu 7h3 cR4X						38	4		Chaos, Assassin, Hero					Go again		Stealth	The first attack with **stealth** each turn gets **go again**.	Chaos Assassin Hero		No		No	No	
RPWBDmM6hG6dk9zMWwr6b	Arakni, Black Widow						*	4		Chaos, Assassin, Demi-Hero	Agent of Chaos						Stealth	"**Once per Turn Attack Reaction** - Discard an Assassin card: Target Assassin attack gets +3{p}. If it has **stealth**, it gets ""When this hits a hero, they banish a card from their hand.""

At the beginning of your end phase, **return to the brood**."	Chaos Assassin Demi-Hero						
QrrLFqPwPhPkqTwqnzCMq	Arakni, Funnel Web						*	4		Chaos, Assassin, Demi-Hero	Agent of Chaos		Once per Turn Attack Reaction				Stealth	"**Once per Turn Attack Reaction** - Discard an Assassin card: Target Assassin attack gets +3{p}. If it has **stealth**, it gets ""When this hits a hero, banish a card in their arsenal.""

At the beginning of your end phase, **return to the brood**."	Chaos Assassin Demi-Hero						
CKtFCgnGdwMDBh7dzDqqz	Arakni, Huntsman						40	4		Assassin, Hero								Whenever you play a card with **contract**, you may look at the top card of target opponent's deck. You may put it on the bottom.	Assassin Hero		No		No	No	
rzm9GQbbBrrDzLQRcB6kK	Arakni, Marionette						40	4		Chaos, Assassin, Hero					Go again		Stealth, Mark	"Your attacks with **stealth** that are attacking a **marked** hero get +1{p} and ""When this hits, this gets **go again**.""

At the beginning of your end phase, if an opponent is **marked**, you become a random Agent of Chaos."	Chaos Assassin Hero		No		No	No	
hJDM6fWpRRf6jLqrW8KRr	Arakni, Orb-Weaver						*	4		Chaos, Assassin, Demi-Hero	Agent of Chaos		Once per Turn Instant				Stealth	"Graphene Chelicerae cost you {r} less to activate.

**Once per Turn Instant** - Discard an Assassin card: Equip a Graphene Chelicera token. Your next attack with **stealth** this turn gets +3{p}.

At the beginning of your end phase, **return to the brood**."	Chaos Assassin Demi-Hero						
dhHz8JT9mMD79KJqNWNnB	Arakni, Redback						*	4		Chaos, Assassin, Demi-Hero	Agent of Chaos		Once per Turn Attack Reaction		Go again		Stealth	"**Once per Turn Attack Reaction** - Discard an Assassin card: Target Assassin attack gets +3{p}. If it has **stealth**, it gets **go again**.

At the beginning of your end phase, **return to the brood**."	Chaos Assassin Demi-Hero						
jkwfjdcDbhRnDrPWDnwT9	Arakni, Solitary Confinement						19	4		Assassin, Hero, Young					Go again		Stealth	Your first attack with **stealth** each turn gets **go again**.	Assassin Hero - Young			No			No
twn6MLFjQJrQ9GnwW9BNd	Arakni, Tarantula						*	4		Chaos, Assassin, Demi-Hero	Agent of Chaos		Once per Turn Attack Reaction					"Whenever a dagger you own hits a hero, they lose 1{h}.

**Once per Turn Attack Reaction** - Discard an Assassin card: Target dagger attack gets +3{p}.

At the beginning of your end phase, **return to the brood**."	Chaos Assassin Demi-Hero						
dkzRfmwLkcGrgmnzTQzcJ	Arakni, Trap-Door						*	4		Chaos, Assassin, Demi-Hero	Agent of Chaos							"When you become this, you may search your deck for a card, banish it face-down, then shuffle. If it's a trap, you may play it until the start of your next turn.

At the beginning of your end phase, **return to the brood**."	Chaos Assassin Demi-Hero						
qMNzBQBKDMgnGpTfGgKkP	Arakni, Web of Deceit						20	4		Chaos, Assassin, Hero, Young					Go again		Stealth, Mark	"Your attacks with **stealth** that are attacking a **marked** hero get +1{p} and ""When this hits, this gets **go again**.""

At the beginning of your end phase, if an opponent is **marked**, you become a random Agent of Chaos."	Chaos Assassin Hero - Young			No			No
NQWmfLtTzfWhgHqwznD7g	Arc Bending	Red	1	1	5	3				Elemental, Ranger, Action, Arrow, Attack		Lightning Bond, Go again						"When this attacks, if a Lightning or Elemental attack would deal damage this combat chain, instead it deals that much damage plus 1.

**Lightning Bond** - If a Lightning card was pitched to play this, this gets **go again**."	Elemental Ranger Action - Arrow Attack					No	
hD7Tgjzp9pwjttPmcFttW	Arc Light Sentinel	Yellow	2	6						Light, Illusionist, Instant, Aura		Prism Specialization, Spectra						"**Prism Specialization**

If an opponent declares an attack, they must choose this as the target of that attack if able.

**Spectra**"	Light Illusionist Instant - Aura				No	No	
7J87gL6NR9MjHMLM6cWGB	Arc Lightning	Yellow	2	0		2			1	Lightning, Runeblade, Action		Aurora Specialization, Go again			Go again		Go again	"**Aurora Specialization**

Whenever you **go again** this turn, deal 1 arcane damage to any target.

The next action card you play this turn gets **go again**.

**Go again**"	Lightning Runeblade Action				No	No	
wBbcmhwcnfD8cgzrfk6gQ	Arc Ramp	Red	1	0		2				Lightning, Wizard, Action		Go again, Amp 3						"**Amp 3**

You may destroy a Lightning Flow you control. If you do, this gets **go again**."	Lightning Wizard Action					No	
fCdJGpdcFjfFTQjgmQ8Rp	Arc Ramp	Yellow	2	0		2				Lightning, Wizard, Action		Go again, Amp 2						"**Amp 2**

You may destroy a Lightning Flow you control. If you do, this gets **go again**."	Lightning Wizard Action					No	
9btBbfjNhPmdQwJLTNnGq	Arc Ramp	Blue	3	0		2				Lightning, Wizard, Action		Go again, Amp 1						"**Amp 1**

You may destroy a Lightning Flow you control. If you do, this gets **go again**."	Lightning Wizard Action					No	
b6DbmpN6JNfdhNNm86qWW	Arcane Compliance	Blue	3	0						Generic, Instant								Until end of turn, effects can't increase arcane damage that target action card on the stack would deal.	Generic Instant				No	No	
Rft8fQBq9gz7bRh6BfjRC	Arcane Cussing	Red	1	1		2				Runeblade, Action, Aura		Go again						"**Go again**

When you deal or are dealt damage, destroy this.

When this leaves the arena during your turn, create 3 Runechant tokens."	Runeblade Action - Aura						
pNJQBp68dnBdTNhpKkhch	Arcane Cussing	Yellow	2	1		2				Runeblade, Action, Aura		Go again						"**Go again**

When you deal or are dealt damage, destroy this.

When this leaves the arena during your turn, create 2 Runechant tokens."	Runeblade Action - Aura						
PqtddPd9R76TbBtrChz6d	Arcane Cussing	Blue	3	1		2				Runeblade, Action, Aura		Go again						"**Go again**

When you deal or are dealt damage, destroy this.

When this leaves the arena during your turn, create a Runechant token."	Runeblade Action - Aura						
qkLmDfFnGLhCCFtHPtLj7	Arcane Lantern									Generic, Equipment, Off-Hand		Arcane Barrier 1						**Arcane Barrier 1**	Generic Equipment - Off-Hand						
p9rcH7g9C8Gt8WbPHbPWg	Arcane Polarity	Red	1	0						Generic, Instant								"Gain 1{h}

If you've been dealt arcane damage this turn, instead gain 4{h}."	Generic Instant						
QW7gqb6tmznfRQNnMkWmW	Arcane Polarity	Yellow	2	0						Generic, Instant								"Gain 1{h}

If you've been dealt arcane damage this turn, instead gain 3{h}."	Generic Instant						
LRjFLRLMdzg9fpWDWQwMC	Arcane Polarity	Blue	3	0						Generic, Instant								"Gain 1{h}

If you've been dealt arcane damage this turn, instead gain 2{h}."	Generic Instant						
f8bDMcqJ78QTCBznWpwwN	Arcane Seeds // Life	Red	1	0		3				Runeblade, Action, Earth, Instant		Meld, Go again						"**Meld**

Create a Runechant token. Create a Runechant token.

**Go again**

//

Gain 1{h}"	Runeblade Action // Earth Instant	Yes				No	
qHchQQKQNHj6mWgrcR96W	Arcane Twining	Red	1	0		3			3	Wizard, Action			Instant	Amp 1				"Deal 3 arcane damage to any target.

**Instant** - Discard this: **Amp 1**"	Wizard Action						
qKj6WNWcF9RtfbwRRNnbT	Arcane Twining	Yellow	2	0		3			2	Wizard, Action			Instant	Amp 1				"Deal 2 arcane damage to any target.

**Instant** - Discard this: **Amp 1**"	Wizard Action						
GpH8Grr9GpG8qD7PPm9Lt	Arcane Twining	Blue	3	0		3			1	Wizard, Action			Instant	Amp 1				"Deal 1 arcane damage to any target.

**Instant** - Discard this: **Amp 1**"	Wizard Action						
H87pKGPFG9qBRFBnR8MTL	Arcanic Crackle	Red	1	0	3	3			1	Runeblade, Action, Attack								When this attacks, deal 1 arcane damage to target hero.	Runeblade Action - Attack						
8FNgPpkdWdNw6n9HjbWzM	Arcanic Crackle	Yellow	2	0	2	3			1	Runeblade, Action, Attack								When this attacks, deal 1 arcane damage to target hero.	Runeblade Action - Attack						
KB87gnCLWPPqbTzFwrCwM	Arcanic Crackle	Blue	3	0	1	3			1	Runeblade, Action, Attack								When this attacks, deal 1 arcane damage to target hero.	Runeblade Action - Attack						
JH8zBb9R8WgDTGFmjNrRp	Arcanic Cunning	Red	1	0	4	3				Runeblade, Action, Attack								While this is attacking, defending, or on the stack, if you would be dealt arcane damage, prevent 1 of that damage.	Runeblade Action - Attack					No	
mtmwgMQkDf6BgBGNGJHRF	Arcanic Cunning	Yellow	2	0	3	3				Runeblade, Action, Attack								While this is attacking, defending, or on the stack, if you would be dealt arcane damage, prevent 1 of that damage.	Runeblade Action - Attack					No	
tptp9kn8nHrbDfhFp7rCQ	Arcanic Cunning	Blue	3	0	2	3				Runeblade, Action, Attack								While this is attacking, defending, or on the stack, if you would be dealt arcane damage, prevent 1 of that damage.	Runeblade Action - Attack					No	
jm9pR68kPHDjmkLRcJq9p	Arcanic Reproach	Blue	3	0		3			1	Lightning, Runeblade, Instant, Aura								"The first time an opposing hero deals damage to you each turn, you may reveal a Lightning card from your hand. If you do, deal 1 arcane damage to them.

At the start of your action phase, destroy an aura you control."	Lightning Runeblade Instant - Aura				No	No	
dFm9z7KzTbWHCbw9CgN7h	Arcanic Shockwave	Red	1	0	4	3			1	Elemental, Runeblade, Action, Attack		Lightning Fusion						"**Lightning Fusion**

When this attacks, if it was **fused**, deal 1 arcane damage to target hero."	Elemental Runeblade Action - Attack						
dwwctGFw9hmcJLrQ7DTFN	Arcanic Shockwave	Yellow	2	0	3	3			1	Elemental, Runeblade, Action, Attack		Lightning Fusion						"**Lightning Fusion**

When this attacks, if it was **fused**, deal 1 arcane damage to target hero."	Elemental Runeblade Action - Attack						
fHRbFnj8CDThpRPckFMQB	Arcanic Shockwave	Blue	3	0	2	3			1	Elemental, Runeblade, Action, Attack		Lightning Fusion						"**Lightning Fusion**

When this attacks, if it was **fused**, deal 1 arcane damage to target hero."	Elemental Runeblade Action - Attack						
wQTTDGrkQHrFdqrWBd9WC	Arcanic Spike	Red	1	2	5	3				Runeblade, Action, Attack								If you've dealt arcane damage this turn, this gets +2{p}.	Runeblade Action - Attack						
T6w9bHBQFhbH9CbnqcTcz	Arcanic Spike	Yellow	2	2	4	3				Runeblade, Action, Attack								If you've dealt arcane damage this turn, this gets +2{p}.	Runeblade Action - Attack						
jWLtJzRFkTRqPDkwT7T6N	Arcanic Spike	Blue	3	2	3	3				Runeblade, Action, Attack								If you've dealt arcane damage this turn, this gets +2{p}.	Runeblade Action - Attack						
876Q8WnHQCPctd89zd8tn	Arcanite Fortress					*				Generic, Equipment, Chest		Spellvoid X, Guardwell						"This card's {d} is equal to the number of equipment you control with Arcanite in their name.

**Spellvoid X**, where X is the number of equipment you control with Arcanite in their name.

**Guardwell**"	Generic Equipment - Chest				No	No	
NQDNdGfjP6bd8WHP8QNnt	Arcanite Skullcap					1				Generic, Equipment, Head		Arcane Barrier 3, Battleworn						"If you have less {h} than your opponent, this gets +1{d} and **Arcane Barrier 3**.

**Battleworn**"	Generic Equipment - Head				No	No	
